LOCATION CODE,COUNTY,AREA NAME,REGION,NO. OVERWEIGHT,PCT OVERWEIGHT,NO. OBESE,PCT OBESE,NO. OVERWEIGHT OR OBESE,PCT OVERWEIGHT OR OBESE,AREA TYPE,STREET ADDRESS,CITY,STATE,ZIP CODE,Location 1
100501,COLUMBIA,Taconic Hills Central School,NORTHEASTERN NEW YORK,29,14.70%,30,15.20%,59,29.90%,SCHOOL DISTRICT,73 COUNTY RT 11A,CRARYVILLE,NY,12521,"(42.1712, -73.6033)"
141201,ERIE,Eden Central School,WESTERN NEW YORK,60,17.20%,44,12.60%,104,29.90%,SCHOOL DISTRICT,3150 SCHOOLVIEW RD,EDEN,NY,14057,"(42.6606, -78.8745)"
191401,GREENE,Windham-Ashland Central School,NORTHEASTERN NEW YORK,12,15.60%,11,14.30%,23,29.90%,SCHOOL DISTRICT,5411 STATE RT 23,WINDHAM,NY,12496,"(42.3073, -74.2548)"
280213,NASSAU,Valley Str Hemp 13 U F S,NASSAU-SUFFOLK,86,15.10%,84,14.80%,170,29.90%,SCHOOL DISTRICT,585 N CORONA AVE,VALLEY STREAM,NY,11580,"(40.6818, -73.6893)"
280411,NASSAU,Carle Place Union Free School,NASSAU-SUFFOLK,42,15.10%,41,14.70%,83,29.90%,SCHOOL DISTRICT,168 CHERRY LN,CARLE PLACE,NY,11514,"(40.7541, -73.6057)"
580902,SUFFOLK,Westhampton Beach U F S,NASSAU-SUFFOLK,31,17.50%,22,12.40%,53,29.90%,SCHOOL DISTRICT,340 MILL RD,WESTHAMPTON BEACH,NY,11978,"(40.8174, -72.6514)"
280521,NASSAU,Bethpage Union Free School,NASSAU-SUFFOLK,80,15.10%,78,14.70%,158,29.80%,SCHOOL DISTRICT,10 CHERRY AVE,BETHPAGE,NY,11714,"(40.7559, -73.4847)"
621101,ULSTER,New Paltz Central School,HUDSON VALLEY,68,15.80%,60,14%,128,29.80%,SCHOOL DISTRICT,196 MAIN ST,NEW PALTZ,NY,12561,"(41.7458, -74.0783)"
670401,WYOMING,Letchworth Cent Sch At Gainesville,WESTERN NEW YORK,32,17.70%,22,12.20%,54,29.80%,SCHOOL DISTRICT,5550 SCHOOL RD,GAINESVILLE,NY,14066,"(42.6301, -78.1154)"
10201,ALBANY,Berne Knox Westerlo Central School District,NORTHEASTERN NEW YORK,14,9%,32,20.60%,46,29.70%,SCHOOL DISTRICT,1738 HELDERBERG TRAIL,BERNE,NY,12023,"(42.6253, -74.1435)"
41401,CATTARAUGUS,Hinsdale Central School District,WESTERN NEW YORK,11,10.90%,19,18.80%,30,29.70%,SCHOOL DISTRICT,3701 MAIN ST,HINSDALE,NY,14743,"(42.1566, -78.3965)"
580101,SUFFOLK,Babylon Union Free School,NASSAU-SUFFOLK,48,17%,36,12.70%,84,29.70%,SCHOOL DISTRICT,50 RAILROAD AVE,BABYLON,NY,11702,"(40.6994, -73.3266)"
66,WESTCHESTER,Westchester,HUDSON VALLEY,2288,15.90%,1997,13.80%,4285,29.70%,COUNTY,,,,,"(41.039278, -73.805386)"
101601,COLUMBIA,New Lebanon Central School District,NORTHEASTERN NEW YORK,10,14.10%,11,15.50%,21,29.60%,SCHOOL DISTRICT,14665 RT 22,NEW LEBANON,NY,12125,"(42.4757, -73.3798)"
141701,ERIE,Holland Central School,WESTERN NEW YORK,33,16.60%,26,13.10%,59,29.60%,SCHOOL DISTRICT,103 CANADA ST,HOLLAND,NY,14080,"(42.6444, -78.5417)"
181302,GENESEE,Pembroke Central School,WESTERN NEW YORK,18,13.60%,21,15.90%,39,29.50%,SCHOOL DISTRICT,ROUTES 5 & 77,CORFU,NY,14036,"(42.9597, -78.408)"
411101,ONEIDA,Clinton Central School,CENTRAL NEW YORK,34,13.90%,38,15.60%,72,29.50%,SCHOOL DISTRICT,75 CHENANGO AVE,CLINTON,NY,13323,"(43.0493, -75.3818)"
421601,ONONDAGA,Skaneateles Central School,CENTRAL NEW YORK,42,14.70%,42,14.70%,84,29.40%,SCHOOL DISTRICT,45 E ELIZABETH ST,SKANEATELES,NY,13152,"(42.95, -76.4252)"
440102,ORANGE,Washingtonville Central School,HUDSON VALLEY,96,12.80%,124,16.60%,220,29.40%,SCHOOL DISTRICT,52 W MAIN ST,WASHINGTONVILLE,NY,10992,"(41.4245, -74.1721)"
270100,MONTGOMERY,Amsterdam City Schools,NORTHEASTERN NEW YORK,123,16.10%,101,13.20%,224,29.30%,SCHOOL DISTRICT,11 LIBERTY ST,AMSTERDAM,NY,12010,"(42.9357, -74.1893)"
420401,ONONDAGA,East Syracuse-Minoa Central School,CENTRAL NEW YORK,94,16.20%,76,13.10%,170,29.30%,SCHOOL DISTRICT,407 FREMONT RD,EAST SYRACUSE,NY,13057,"(43.0664, -76.0309)"
421201,ONONDAGA,Onondaga Central School,CENTRAL NEW YORK,26,13.80%,29,15.40%,55,29.30%,SCHOOL DISTRICT,4466 S ONONDAGA RD,NEDROW,NY,13120,"(42.9306, -76.2056)"
472506,OTSEGO,Worcester Central School,NORTHEASTERN NEW YORK,5,6.70%,17,22.70%,22,29.30%,SCHOOL DISTRICT,198 MAIN ST,WORCESTER,NY,12197,"(42.5915, -74.7511)"
620803,ULSTER,Highland Central School,HUDSON VALLEY,42,13.80%,47,15.50%,89,29.30%,SCHOOL DISTRICT,320 PANCAKE HOLLOW RD,HIGHLAND,NY,12528,"(41.725, -74.0111)"
640101,WASHINGTON,Argyle Central School,NORTHEASTERN NEW YORK,12,14.60%,12,14.60%,24,29.30%,SCHOOL DISTRICT,5023 STATE RT 40,ARGYLE,NY,12809,"(43.2402, -73.485)"
442111,ORANGE,Greenwood Lake Union Free School,HUDSON VALLEY,14,19.40%,7,9.70%,21,29.20%,SCHOOL DISTRICT,1247 LAKES RD,MONROE,NY,10950,"(41.2671, -74.2601)"
131602,DUTCHESS,Spackenkill Union Free School,HUDSON VALLEY,27,13.60%,31,15.60%,58,29.10%,SCHOOL DISTRICT,15 CROFT RD,POUGHKEEPSIE,NY,12603,"(41.6609, -73.9238)"
280517,NASSAU,Hicksville Union Free School,NASSAU-SUFFOLK,93,11.80%,137,17.30%,230,29.10%,SCHOOL DISTRICT,200 DIVISION AVE-ADM,HICKSVILLE,NY,11801,"(40.7578, -73.5253)"
580504,SUFFOLK,Sayville Union Free School,NASSAU-SUFFOLK,89,17%,63,12%,152,29.10%,SCHOOL DISTRICT,99 GREELEY AVE,SAYVILLE,NY,11782,"(40.74, -73.0884)"
591301,SULLIVAN,Roscoe Central School,HUDSON VALLEY,5,9.10%,11,20%,16,29.10%,SCHOOL DISTRICT,6 ACADEMY ST,ROSCOE,NY,12776,"(41.9347, -74.9162)"
261313,MONROE,East Rochester U F S,FINGER LAKES,43,17.60%,28,11.40%,71,29%,SCHOOL DISTRICT,222 WOODBINE AVE,EAST ROCHESTER,NY,14445,"(43.1085, -77.4917)"
131201,DUTCHESS,Pawling Central School District,HUDSON VALLEY,52,16.70%,38,12.20%,90,28.90%,SCHOOL DISTRICT,515 ROUTE 22,PAWLING,NY,12564,"(41.5598, -73.5944)"
412902,ONEIDA,Whitesboro Central School,CENTRAL NEW YORK,79,13.50%,90,15.40%,169,28.90%,SCHOOL DISTRICT,67 WHITESBORO ST,YORKVILLE,NY,13495,"(43.1153, -75.2745)"
640801,WASHINGTON,Greenwich Central School,NORTHEASTERN NEW YORK,20,10.70%,34,18.20%,54,28.90%,SCHOOL DISTRICT,10 GRAY AVE,GREENWICH,NY,12834,"(43.0931, -73.4974)"
261201,MONROE,Penfield Central School,FINGER LAKES,154,16.40%,116,12.40%,270,28.80%,SCHOOL DISTRICT,2590 ATLANTIC AVE,ROCHESTER,NY,14625,"(43.1537, -77.4945)"
430501,ONTARIO,East Bloomfield Center School,FINGER LAKES,16,11%,26,17.80%,42,28.80%,SCHOOL DISTRICT,1 OAKMOUNT AVE,EAST BLOOMFIELD,NY,14443,"(42.8998, -77.4265)"
660801,WESTCHESTER,Mt Pleasant Central School,HUDSON VALLEY,55,17.20%,37,11.60%,92,28.80%,SCHOOL DISTRICT,825 WESTLAKE DR,THORNWOOD,NY,10594,"(41.1166, -73.7714)"
610801,TOMPKINS,Lansing Central School,CENTRAL NEW YORK,21,12.80%,26,15.90%,47,28.70%,SCHOOL DISTRICT,284 RIDGE RD,LANSING,NY,14882,"(42.5428, -76.5326)"
80601,CHENANGO,Greene Central School District,NEW YORK - PENN,25,11.50%,37,17.10%,62,28.60%,SCHOOL DISTRICT,40 S CANAL ST,GREENE,NY,13778,"(42.3265, -75.7751)"
280518,NASSAU,Plainedge Ufsd,NASSAU-SUFFOLK,85,17.10%,57,11.50%,142,28.60%,SCHOOL DISTRICT,241 WYNGATE DR,N MASSAPEQUA,NY,11758,"(40.6992, -73.4766)"
461901,OSWEGO,Sandy Creek Central School,CENTRAL NEW YORK,23,12.60%,29,15.90%,52,28.60%,SCHOOL DISTRICT,124 SALISBURY ST,SANDY CREEK,NY,13145,"(43.6461, -76.077)"
500101,ROCKLAND,Clarkstown Central School,HUDSON VALLEY,181,14.50%,176,14.10%,357,28.60%,SCHOOL DISTRICT,62 OLD MIDDLETOWN RD,NEW CITY,NY,10956,"(41.1259, -74.0043)"
280522,NASSAU,Farmingdale Union Free School,NASSAU-SUFFOLK,152,15.40%,129,13.10%,281,28.50%,SCHOOL DISTRICT,50 VAN COTT AVE,FARMINGDALE,NY,11735,"(40.7324, -73.4396)"
31101,BROOME,Maine Endwell Central School District,NEW YORK - PENN,47,14.20%,47,14.20%,94,28.40%,SCHOOL DISTRICT,712 FARM-TO-MARKET RD,ENDWELL,NY,13760,"(42.1281, -76.0238)"
110304,CORTLAND,Mcgraw Central School District,CENTRAL NEW YORK,19,20%,8,8.40%,27,28.40%,SCHOOL DISTRICT,10 W ACADEMY ST,MCGRAW,NY,13101,"(42.5918, -76.0955)"
141901,ERIE,Lancaster Central School,WESTERN NEW YORK,161,13%,190,15.40%,351,28.40%,SCHOOL DISTRICT,177 CENTRAL AVE,LANCASTER,NY,14086,"(42.9079, -78.6717)"
280205,NASSAU,Levittown Union Free School,NASSAU-SUFFOLK,164,13.50%,181,14.90%,345,28.40%,SCHOOL DISTRICT,150 ABBEY LN,LEVITTOWN,NY,11756,"(40.7186, -73.5115)"
440301,ORANGE,Cornwall Central School District,HUDSON VALLEY,79,15.60%,65,12.80%,144,28.40%,SCHOOL DISTRICT,24 IDLEWILD AVE,CORNWALL ON HUDSON,NY,12520,"(41.4459, -74.0171)"
10623,ALBANY,North Colonie Central School District,NORTHEASTERN NEW YORK,110,13.80%,115,14.40%,225,28.30%,SCHOOL DISTRICT,91 FIDDLERS LN,LATHAM,NY,12110,"(42.7289, -73.7481)"
2,ALLEGANY,Allegany,WESTERN NEW YORK,247,15.10%,217,13.20%,464,28.30%,COUNTY,,,,,"(42.226801, -78.020567)"
66,WESTCHESTER,Westchester,HUDSON VALLEY,3112,14.30%,3039,14%,6151,28.30%,COUNTY,,,,,"(41.039278, -73.805386)"
10802,ALBANY,Guilderland Central School District,NORTHEASTERN NEW YORK,116,13.50%,126,14.70%,242,28.20%,SCHOOL DISTRICT,6076 STATE FARM RD,GUILDERLAND,NY,12084,"(42.6921, -73.8954)"
160801,FRANKLIN,Chateaugay Central School,NORTHEASTERN NEW YORK,14,11.30%,21,16.90%,35,28.20%,SCHOOL DISTRICT,42 RIVER ST,CHATEAUGAY,NY,12920,"(44.9295, -74.0803)"
411501,ONEIDA,New Hartford Central School,CENTRAL NEW YORK,77,15.80%,60,12.30%,137,28.20%,SCHOOL DISTRICT,33 OXFORD RD,NEW HARTFORD,NY,13413,"(43.0701, -75.2867)"
580208,SUFFOLK,Miller Place Union Free School,NASSAU-SUFFOLK,63,12.70%,77,15.50%,140,28.20%,SCHOOL DISTRICT,275 RT 25A,MILLER PLACE,NY,11764,"(40.9414, -72.9917)"
230901,LEWIS,Lowville Central School,CENTRAL NEW YORK,52,14.20%,51,13.90%,103,28.10%,SCHOOL DISTRICT,7668 N STATE ST,LOWVILLE,NY,13367,"(43.7891, -75.4944)"
140801,ERIE,Clarence Central School,WESTERN NEW YORK,118,12.90%,139,15.20%,257,28%,SCHOOL DISTRICT,9625 MAIN ST,CLARENCE,NY,14031,"(42.9732, -78.6316)"
441201,ORANGE,Monroe Woodbury Central School,HUDSON VALLEY,136,13.20%,153,14.80%,289,28%,SCHOOL DISTRICT,278 RT 32-EDUC CTR,CENTRAL VALLEY,NY,10917,"(41.329, -74.1213)"
140203,ERIE,Williamsville Central School,WESTERN NEW YORK,234,12.20%,302,15.70%,536,27.90%,SCHOOL DISTRICT,105 CASEY RD,EAST AMHERST,NY,14051,"(43.0242, -78.7332)"
280203,NASSAU,East Meadow Union Free School,NASSAU-SUFFOLK,110,17.70%,63,10.20%,173,27.90%,SCHOOL DISTRICT,718 THE PLAIN RD,WESTBURY,NY,11590,"(40.7431, -73.5704)"
200401,HAMILTON,Indian Lake Central School,NORTHEASTERN NEW YORK,,,5,27.80%,5,27.80%,SCHOOL DISTRICT,28 W MAIN ST,INDIAN LAKE,NY,12842,"(43.7764, -74.277)"
280211,NASSAU,Oceanside Union Free School,NASSAU-SUFFOLK,108,13.40%,116,14.40%,224,27.80%,SCHOOL DISTRICT,145 MERLE AVE,OCEANSIDE,NY,11572,"(40.643, -73.6343)"
580207,SUFFOLK,Mount Sinai Union Free School,NASSAU-SUFFOLK,68,14.40%,63,13.30%,131,27.80%,SCHOOL DISTRICT,118 N COUNTRY RD,MOUNT SINAI,NY,11766,"(40.9425, -73.0245)"
80201,CHENANGO,Bainbridge Guilford Central School District,NEW YORK - PENN,18,12.20%,23,15.50%,41,27.70%,SCHOOL DISTRICT,18 JULIAND ST,BAINBRIDGE,NY,13733,"(42.2934, -75.4846)"
580410,SUFFOLK,Commack Union Free School,NASSAU-SUFFOLK,260,14.80%,225,12.80%,485,27.70%,SCHOOL DISTRICT,480 CLAY PITTS RD,EAST NORTHPORT,NY,11731,"(40.8688, -73.293)"
52,SARATOGA,Saratoga,NORTHEASTERN NEW YORK,773,15.10%,634,12.40%,1407,27.60%,COUNTY,,,,,"(43.00894, -73.786779)"
10306,ALBANY,Bethlehem Central School District,NORTHEASTERN NEW YORK,124,14.30%,115,13.20%,239,27.50%,SCHOOL DISTRICT,90 ADAMS PL,DELMAR,NY,12054,"(42.6203, -73.8345)"
60301,CHAUTAUQUA,Frewsburg Central School District,WESTERN NEW YORK,34,14.60%,30,12.90%,64,27.50%,SCHOOL DISTRICT,26 INSTITUTE ST,FREWSBURG,NY,14738,"(42.0542, -79.1604)"
540801,SCHOHARIE,Gilboa Conesville Cent Sch,NORTHEASTERN NEW YORK,,,19,27.50%,19,27.50%,SCHOOL DISTRICT,132 WYCKOFF RD,GILBOA,NY,12076,"(42.3927, -74.4414)"
580701,SUFFOLK,Shelter Island U F S,NASSAU-SUFFOLK,5,12.50%,6,15%,11,27.50%,SCHOOL DISTRICT,33 N FERRY RD,SHELTER ISLAND,NY,11964,"(41.0682, -72.339)"
280221,NASSAU,Rockville Centre U F S,NASSAU-SUFFOLK,96,13%,107,14.40%,203,27.40%,SCHOOL DISTRICT,128 SHEPHERD ST,ROCKVILLE CENTRE,NY,11570,"(40.667, -73.6229)"
280506,NASSAU,Oyster Bay-East Norwich Central School,NASSAU-SUFFOLK,40,14.60%,35,12.80%,75,27.40%,SCHOOL DISTRICT,1 MCCOUNS LN,OYSTER BAY,NY,11771,"(40.8712, -73.5255)"
580209,SUFFOLK,Rocky Point Union Free School,NASSAU-SUFFOLK,92,13.60%,93,13.80%,185,27.40%,SCHOOL DISTRICT,170 RT 25A,ROCKY POINT,NY,11778,"(40.9448, -72.9531)"
580401,SUFFOLK,Elwood Union Free Sch,NASSAU-SUFFOLK,73,15.30%,58,12.10%,131,27.40%,SCHOOL DISTRICT,100 KENNETH AVE,GREENLAWN,NY,11740,"(40.8573, -73.3404)"
630701,WARREN,Lake George Central School,NORTHEASTERN NEW YORK,33,17.40%,19,10%,52,27.40%,SCHOOL DISTRICT,381 CANADA ST,LAKE GEORGE,NY,12845,"(43.4284, -73.7122)"
662402,WESTCHESTER,Yorktown Central School,HUDSON VALLEY,88,15.30%,70,12.10%,158,27.40%,SCHOOL DISTRICT,2725 CROMPOND RD,YORKTOWN HEIGHTS,NY,10598,"(41.2948, -73.8023)"
480401,PUTNAM,Haldane Cent Sch Of Philipstwn,HUDSON VALLEY,13,11.80%,17,15.50%,30,27.30%,SCHOOL DISTRICT,15 CRAIGSIDE DR,COLD SPRING,NY,10516,"(41.4213, -73.9566)"
530101,SCHENECTADY,Duanesburg Central School,NORTHEASTERN NEW YORK,28,15.80%,20,11.30%,48,27.10%,SCHOOL DISTRICT,133 SCHOOL DR,DELANSON,NY,12053,"(42.7489, -74.1872)"
660805,WESTCHESTER,Valhalla Union Free School,HUDSON VALLEY,64,17.90%,33,9.20%,97,27.10%,SCHOOL DISTRICT,316 COLUMBUS AVE,VALHALLA,NY,10595,"(41.0927, -73.778)"
161401,FRANKLIN,Saranac Lake Central School,NORTHEASTERN NEW YORK,34,13.90%,32,13.10%,66,27%,SCHOOL DISTRICT,79 CANARAS AVE,SARANAC LAKE,NY,12983,"(44.3266, -74.1412)"
251601,MADISON,Chittenango Central School,CENTRAL NEW YORK,33,12.70%,37,14.30%,70,27%,SCHOOL DISTRICT,1732 FYLER RD,CHITTENANGO,NY,13037,"(43.0872, -75.8767)"
520101,SARATOGA,Burnt Hills Ballston Lake Cent,NORTHEASTERN NEW YORK,74,14.40%,65,12.60%,139,27%,SCHOOL DISTRICT,50 CYPRESS DR,SCOTIA,NY,12302,"(42.878, -73.9432)"
610600,TOMPKINS,Ithaca City Schools,CENTRAL NEW YORK,97,13.70%,94,13.30%,191,27%,SCHOOL DISTRICT,400 LAKE ST,ITHACA,NY,14851,"(42.4533, -76.4951)"
662101,WESTCHESTER,Somers Central School,HUDSON VALLEY,107,19.70%,40,7.40%,147,27%,SCHOOL DISTRICT,334 RT 202,SOMERS,NY,10589,"(41.3378, -73.6752)"
151601,ESSEX,Westport Central School District,NORTHEASTERN NEW YORK,7,26.90%,,,7,26.90%,SCHOOL DISTRICT,25 SISCO ST,WESTPORT,NY,12993,"(44.1856, -73.4446)"
280225,NASSAU,Merrick Union Free School,NASSAU-SUFFOLK,75,15.10%,58,11.70%,133,26.80%,SCHOOL DISTRICT,21 BABYLON RD,MERRICK,NY,11566,"(40.6527, -73.5526)"
280501,NASSAU,North Shore Central School,NASSAU-SUFFOLK,80,15.20%,61,11.60%,141,26.80%,SCHOOL DISTRICT,112 FRANKLIN AVE,SEA CLIFF,NY,11579,"(40.8467, -73.6421)"
60601,CHAUTAUQUA,Pine Valley Cent School District-(S Dayton),WESTERN NEW YORK,17,16.80%,10,9.90%,27,26.70%,SCHOOL DISTRICT,7755 RT 83,SOUTH DAYTON,NY,14138,"(42.3317, -79.0906)"
220401,JEFFERSON,General Brown Central School,CENTRAL NEW YORK,17,7.80%,41,18.90%,58,26.70%,SCHOOL DISTRICT,17643 CEMETERY RD,DEXTER,NY,13634,"(44.0135, -76.019)"
280300,NASSAU,Long Beach City Schools,NASSAU-SUFFOLK,122,15%,96,11.80%,218,26.70%,SCHOOL DISTRICT,235 LIDO BLVD,LONG BEACH,NY,11561,"(40.588, -73.6284)"
470901,OTSEGO,Schenevus Central School,NORTHEASTERN NEW YORK,8,13.30%,8,13.30%,16,26.70%,SCHOOL DISTRICT,159 MAIN ST,SCHENEVUS,NY,12155,"(42.5496, -74.8184)"
580406,SUFFOLK,Harborfields Central School,NASSAU-SUFFOLK,111,17.10%,63,9.70%,174,26.70%,SCHOOL DISTRICT,2 OLDFIELD RD,GREENLAWN,NY,11740,"(40.8724, -73.3799)"
680801,YATES,Dundee Central School,FINGER LAKES,28,15.60%,20,11.10%,48,26.70%,SCHOOL DISTRICT,55 WATER ST,DUNDEE,NY,14837,"(42.5263, -76.9771)"
280207,NASSAU,Bellmore Union Free School,NASSAU-SUFFOLK,48,16.50%,29,10%,77,26.50%,SCHOOL DISTRICT,580 WINTHROP AVE,BELLMORE,NY,11710,"(40.6653, -73.5254)"
261701,MONROE,Rush Henrietta Central School,FINGER LAKES,141,12.50%,156,13.90%,297,26.40%,SCHOOL DISTRICT,2034 LEHIGH STA RD,HENRIETTA,NY,14467,"(43.0595, -77.596)"
420411,ONONDAGA,Jamesville-Dewitt Central School,CENTRAL NEW YORK,73,15.30%,53,11.10%,126,26.40%,SCHOOL DISTRICT,6845 EDINGER DR,DEWITT,NY,13214,"(43.0398, -76.0721)"
521301,SARATOGA,Ballston Spa Central School,NORTHEASTERN NEW YORK,79,13.50%,75,12.80%,154,26.40%,SCHOOL DISTRICT,70 MALTA AVE,BALLSTON SPA,NY,12020,"(43.0047, -73.8469)"
600402,TIOGA,Newark Valley Central School,NEW YORK - PENN,42,12.90%,44,13.50%,86,26.40%,SCHOOL DISTRICT,79 WHIG ST,NEWARK VALLEY,NY,13811,"(42.2303, -76.1857)"
261901,MONROE,Webster Central School,FINGER LAKES,265,14.20%,228,12.20%,493,26.30%,SCHOOL DISTRICT,119 SOUTH AVE,WEBSTER,NY,14580,"(43.2087, -77.4307)"
430300,ONTARIO,Canandaigua City Schools,FINGER LAKES,105,15.30%,76,11%,181,26.30%,SCHOOL DISTRICT,143 N PEARL ST,CANANDAIGUA,NY,14424,"(42.8912, -77.2945)"
60701,CHAUTAUQUA,Clymer Central School District,WESTERN NEW YORK,17,16.50%,10,9.70%,27,26.20%,SCHOOL DISTRICT,8672 E MAIN ST,CLYMER,NY,14724,"(42.0209, -79.627)"
240801,LIVINGSTON,Livonia Central School,FINGER LAKES,49,15.50%,34,10.70%,83,26.20%,SCHOOL DISTRICT,6 PUPPY LN,LIVONIA,NY,14487,"(42.8218, -77.6679)"
40204,CATTARAUGUS,West Valley Central School District,WESTERN NEW YORK,11,15.90%,7,10.10%,18,26.10%,SCHOOL DISTRICT,5359 SCHOOL ST,WEST VALLEY,NY,14171,"(42.406, -78.6097)"
121401,DELAWARE,Margaretville Central School District,NORTHEASTERN NEW YORK,,,6,26.10%,6,26.10%,SCHOOL DISTRICT,415 MAIN ST,MARGARETVILLE,NY,12455,"(42.1454, -74.6532)"
441903,ORANGE,Tuxedo Union Free School,HUDSON VALLEY,,,6,26.10%,6,26.10%,SCHOOL DISTRICT,RT 17,TUXEDO PARK,NY,10987,"(41.228, -74.1854)"
650801,WAYNE,Wayne Central School,FINGER LAKES,52,12.80%,54,13.30%,106,26.10%,SCHOOL DISTRICT,6200 ONTARIO CTR RD,ONTARIO CENTER,NY,14520,"(43.2232, -77.3057)"
90601,CLINTON,Chazy Union Free School,NORTHEASTERN NEW YORK,14,19.20%,5,6.80%,19,26%,SCHOOL DISTRICT,609 MINER FARM RD,CHAZY,NY,12921,"(44.8876, -73.4345)"
580201,SUFFOLK,Three Village Central School,NASSAU-SUFFOLK,236,15.60%,158,10.40%,394,26%,SCHOOL DISTRICT,100 SUFFOLK AVE,STONY BROOK,NY,11790,"(40.9208, -73.1338)"
660202,WESTCHESTER,Croton Harmon U F S,HUDSON VALLEY,44,14%,38,12.10%,82,26%,SCHOOL DISTRICT,10 GERSTEIN ST,CROTON ON HUDSON,NY,10520,"(41.2113, -73.8762)"
261301,MONROE,Fairport Central School,FINGER LAKES,188,15.50%,127,10.40%,315,25.90%,SCHOOL DISTRICT,38 W CHURCH ST,FAIRPORT,NY,14450,"(43.0986, -77.4452)"
280409,NASSAU,Herricks Union Free School,NASSAU-SUFFOLK,88,14%,75,11.90%,163,25.90%,SCHOOL DISTRICT,999 B HERRICKS RD,NEW HYDE PARK,NY,11040,"(40.7606, -73.6609)"
471701,OTSEGO,Cooperstown Central School,NORTHEASTERN NEW YORK,25,15.80%,16,10.10%,41,25.90%,SCHOOL DISTRICT,39 LINDEN AVE,COOPERSTOWN,NY,13326,"(42.6904, -74.9347)"
571502,STEUBEN,Canisteo-Greenwood Central School District,FINGER LAKES,14,13%,14,13%,28,25.90%,SCHOOL DISTRICT,84 GREENWOOD ST,CANISTEO,NY,14823,"(42.2654, -77.6091)"
580601,SUFFOLK,Shoreham-Wading River Cent Sch,NASSAU-SUFFOLK,71,12.50%,76,13.40%,147,25.90%,SCHOOL DISTRICT,250B RT 25A,SHOREHAM,NY,11786,"(40.9451, -72.8829)"
641001,WASHINGTON,Hartford Central School,NORTHEASTERN NEW YORK,13,15.30%,9,10.60%,22,25.90%,SCHOOL DISTRICT,4704 STATE RT 149,HARTFORD,NY,12838,"(43.3633, -73.3926)"
142201,ERIE,North Collins Central School,WESTERN NEW YORK,,,23,25.80%,23,25.80%,SCHOOL DISTRICT,2045 SCHOOL ST,NORTH COLLINS,NY,14111,"(42.5985, -78.9401)"
280504,NASSAU,Plainview-Old Bethpage Cent-Sch,NASSAU-SUFFOLK,153,15.30%,106,10.60%,259,25.80%,SCHOOL DISTRICT,106 WASHINGTON AVE,PLAINVIEW,NY,11803,"(40.7803, -73.4656)"
142301,ERIE,Orchard Park Central School,WESTERN NEW YORK,104,12%,119,13.70%,223,25.60%,SCHOOL DISTRICT,3330 BAKER RD,ORCHARD PARK,NY,14127,"(42.7942, -78.7268)"
170801,FULTON,Mayfield Central School,NORTHEASTERN NEW YORK,7,6.60%,20,18.90%,27,25.50%,SCHOOL DISTRICT,27 SCHOOL ST,MAYFIELD,NY,12117,"(43.1024, -74.2632)"
630101,WARREN,Bolton Central School,NORTHEASTERN NEW YORK,5,10.60%,7,14.90%,12,25.50%,SCHOOL DISTRICT,26 HORICON AVE,BOLTON LANDING,NY,12814,"(43.5593, -73.657)"
141501,ERIE,Grand Island Central School,WESTERN NEW YORK,81,13.60%,70,11.80%,151,25.40%,SCHOOL DISTRICT,1100 RANSOM RD,GRAND ISLAND,NY,14072,"(43.0386, -78.9316)"
400400,NIAGARA,Lockport City Schools,WESTERN NEW YORK,149,9.40%,253,16%,402,25.40%,SCHOOL DISTRICT,130 BEATTIE AVE,LOCKPORT,NY,14094,"(43.1608, -78.6807)"
420701,ONONDAGA,Westhill Central School,CENTRAL NEW YORK,47,14.90%,33,10.50%,80,25.40%,SCHOOL DISTRICT,400 WALBERTA RD,SYRACUSE,NY,13219,"(43.0421, -76.2233)"
580509,SUFFOLK,West Islip Union Free School,NASSAU-SUFFOLK,130,15.70%,80,9.70%,210,25.40%,SCHOOL DISTRICT,100 SHERMAN AVE,WEST ISLIP,NY,11795,"(40.7047, -73.3038)"
11003,ALBANY,Voorheesville Central School District,NORTHEASTERN NEW YORK,29,15.60%,18,9.70%,47,25.30%,SCHOOL DISTRICT,432 NEW SALEM RD,VOORHEESVILLE,NY,12186,"(42.6404, -73.9629)"
100902,COLUMBIA,Germantown Central School District,NORTHEASTERN NEW YORK,14,10.70%,19,14.50%,33,25.20%,SCHOOL DISTRICT,123 MAIN ST,GERMANTOWN,NY,12526,"(42.1336, -73.8902)"
141301,ERIE,Iroquois Central School,WESTERN NEW YORK,54,12.70%,53,12.50%,107,25.20%,SCHOOL DISTRICT,2111 GIRDLE RD,ELMA,NY,14059,"(42.8356, -78.6063)"
421001,ONONDAGA,Fayvill-Manlius Cent Sch,CENTRAL NEW YORK,97,12.90%,93,12.30%,190,25.20%,SCHOOL DISTRICT,8199 E SENECA TPKE,MANLIUS,NY,13104,"(43.0074, -75.9602)"
280515,NASSAU,Jericho Union Free School,NASSAU-SUFFOLK,78,15.10%,52,10%,130,25.10%,SCHOOL DISTRICT,99 CEDAR SWAMP RD,JERICHO,NY,11753,"(40.7982, -73.5452)"
280523,NASSAU,Massapequa Union Free School,NASSAU-SUFFOLK,180,13.60%,153,11.50%,333,25.10%,SCHOOL DISTRICT,4925 MERRICK RD,MASSAPEQUA,NY,11758,"(40.6665, -73.4529)"
